timestamp,x,y,z
1730345711517,-0.8478507,2.7944438,-0.32169348
1730345711517,-0.8100359,2.7896461,-0.3235154
1730345711555,-0.78002363,2.7723927,-0.3249729
1730345711555,-0.7538578,2.7681725,-0.32997173
1730345711556,-0.7250198,2.7935429,-0.3339708
1730345711556,-0.68829477,2.8423462,-0.3445963
1730345711595,-0.6586752,2.9084585,-0.355013
1730345711596,-0.6366564,2.972847,-0.3729287
1730345711596,-0.62287426,3.0262742,-0.37767893
1730345711596,-0.61400455,3.0536845,-0.38722846
1730345711636,-0.6030759,3.067947,-0.41379297
1730345711637,-0.59073967,3.073368,-0.46355164
1730345711637,-0.58470356,3.0700393,-0.5280328
1730345711637,-0.59544575,3.046535,-0.60021937
1730345711676,-0.62559944,2.9836533,-0.67330027
1730345711676,-0.69619614,2.8610022,-0.72218263
1730345711676,-0.7763895,2.6747253,-0.7308652
1730345711676,-0.8642601,2.4531183,-0.7093042
1730345711715,-0.9599494,2.2221725,-0.67887986
1730345711716,-1.0614146,2.0127416,-0.6583731
1730345711716,-1.1713334,1.8339378,-0.6606531
1730345711716,-1.2844217,1.6700535,-0.6833183
1730345711756,-1.3772879,1.487202,-0.703367
1730345711756,-1.454216,1.2678566,-0.7174894
1730345711756,-1.5167167,1.0099733,-0.715612
1730345711757,-1.5710292,0.7497667,-0.68943584
1730345711796,-1.6204681,0.51093847,-0.63256156
1730345711796,-1.6715178,0.31436604,-0.566221
1730345711796,-1.7121181,0.17243963,-0.50164986
1730345711797,-1.7465148,0.074230045,-0.44999295
1730345711836,-1.7737926,0.011233453,-0.41824958
1730345711837,-1.7992082,-0.014250088,-0.38518906
1730345711837,-1.8157077,-0.03655336,-0.34748155
1730345711837,-1.8269908,-0.060145304,-0.32306486
1730345711876,-1.8420062,-0.092433944,-0.2958659
1730345711877,-1.8600075,-0.1431786,-0.2590146
1730345711877,-1.8648262,-0.19144008,-0.19719373
1730345711877,-1.856943,-0.2015422,-0.11946935
1730345711916,-1.8463244,-0.17105553,-0.04770771
1730345711917,-1.824175,-0.123908445,0.011618108
1730345711917,-1.7798648,-0.07684813,0.06267202
1730345711917,-1.7195029,-0.033690102,0.08842325
1730345711957,-1.6635476,0.0044296402,0.082433514
1730345711957,-1.6264491,0.035164993,0.0397921
1730345711957,-1.6085086,0.0329231,-0.024505004
1730345711957,-1.6190699,0.017954048,-0.08169201
1730345711997,-1.6428505,-0.003363844,-0.11043322
1730345711998,-1.6637914,-0.022334598,-0.10683565
1730345711998,-1.667129,-0.035834312,-0.09629177
1730345711998,-1.6412921,-0.052622966,-0.07276478
1730345712037,-1.5918759,-0.050961915,-0.06735813
1730345712037,-1.5389279,-0.03262466,-0.07429189
1730345712038,-1.4924971,0.008875325,-0.08175541
1730345712038,-1.4572688,0.042075314,-0.07838364
1730345712077,-1.454,0.049710445,-0.0661039
1730345712078,-1.4595298,0.00024175644,-0.043104716
1730345712078,-1.4605999,-0.07382914,-0.02087236
1730345712079,-1.4559461,-0.14865693,-0.005002982
1730345712119,-1.436652,-0.19510409,0.00026626
1730345712119,-1.4401416,-0.21669072,-0.010849804
1730345712119,-1.4448497,-0.23779291,-0.013993335
1730345712120,-1.4431065,-0.27407864,-0.02225748
1730345712159,-1.4402745,-0.33185384,-0.034378555
1730345712160,-1.4478307,-0.41256994,-0.049824737
1730345712160,-1.4653742,-0.48672503,-0.04325678
1730345712160,-1.4947406,-0.53814375,-0.034169596
1730345712202,-1.52566,-0.57712275,-0.03624242
1730345712203,-1.5525515,-0.6140553,-0.04173369
1730345712203,-1.5683154,-0.6553395,-0.049959525
1730345712203,-1.5735003,-0.69219977,-0.052707374
1730345712237,-1.5795646,-0.721688,-0.05298915
1730345712238,-1.5920818,-0.75486076,-0.047704816
1730345712238,-1.5985022,-0.7948141,-0.04731016
1730345712239,-1.6244799,-0.83037007,-0.041245114
1730345712278,-1.6510113,-0.854982,-0.03830958
1730345712279,-1.6684036,-0.87083864,-0.045303732
1730345712279,-1.6574037,-0.8645991,-0.047066238
1730345712279,-1.6483642,-0.85002524,-0.039133668
1730345712319,-1.6351438,-0.8211182,-0.036620423
1730345712319,-1.620495,-0.7730788,-0.043952405
1730345712320,-1.5991937,-0.7212322,-0.06131663
1730345712320,-1.5895789,-0.65675765,-0.0903001
1730345712359,-1.5854803,-0.5876905,-0.11348687
1730345712359,-1.5877113,-0.51902163,-0.12820348
1730345712359,-1.5763206,-0.4739083,-0.1476424
1730345712360,-1.5691245,-0.43781763,-0.16127722
1730345712398,-1.5576181,-0.41086158,-0.17218508
1730345712399,-1.5484132,-0.39312962,-0.16773579
1730345712399,-1.5261967,-0.41176307,-0.15459402
1730345712399,-1.4935712,-0.44799027,-0.14791362
1730345712439,-1.4535766,-0.4443925,-0.14448561
1730345712439,-1.4270905,-0.4127677,-0.15300247
1730345712439,-1.398236,-0.3759692,-0.16939808
1730345712439,-1.3674866,-0.3599455,-0.17676526
1730345712479,-1.3373773,-0.35694832,-0.16756693
1730345712480,-1.3075405,-0.35455054,-0.14703286
1730345712480,-1.2891809,-0.34305012,-0.12293978
1730345712480,-1.2725768,-0.32426757,-0.10558183
1730345712519,-1.2801349,-0.29750332,-0.09936109
1730345712520,-1.3031898,-0.26627016,-0.10181077
1730345712520,-1.3199568,-0.2623645,-0.08676211
1730345712520,-1.3240277,-0.26882216,-0.05196546
1730345712560,-1.3253679,-0.28764296,-0.026044644
1730345712560,-1.3247633,-0.30269957,-0.06783183
1730345712560,-1.3051151,-0.33031595,-0.010230511
1730345712560,-1.2984996,-0.32725576,0.1570654
1730345712600,-1.2953632,-0.3324734,0.2226288
1730345712601,-1.2688986,-0.4097118,0.31292933
1730345712601,-1.2496434,-0.47557497,0.36241204
1730345712601,-1.2452588,-0.4839478,0.409664
1730345712640,-1.2510937,-0.47315854,0.3926074
1730345712640,-1.2540848,-0.46836,0.31643826
1730345712641,-1.2526448,-0.46476072,0.22124659
1730345712641,-1.2476599,-0.45996487,0.11850252
1730345712680,-1.2381622,-0.46762684,0.034390755
1730345712680,-1.2018174,-0.4723191,-0.072664775
1730345712681,-1.1435158,-0.41474676,-0.042604096
1730345712681,-1.1083733,-0.3763547,-0.11150294
1730345712721,-1.0723538,-0.30731222,-0.20255531
1730345712722,-1.0569534,-0.25399464,-0.31707966
1730345712722,-1.0618811,-0.21301748,-0.42762405
1730345712722,-1.0658232,-0.18406864,-0.49138534
1730345712761,-1.0632275,-0.17815752,-0.5179599
1730345712761,-1.0688168,-0.1810944,-0.5145453
1730345712761,-1.077121,-0.18152745,-0.48905593
1730345712762,-1.0780151,-0.17804101,-0.45524925
1730345712801,-1.0633988,-0.17357498,-0.43970257
1730345712802,-1.0385303,-0.17383504,-0.41600615
1730345712802,-1.0148027,-0.18554173,-0.37237477
1730345712802,-1.011152,-0.20640573,-0.3032133
1730345712840,-1.023563,-0.22477381,-0.22153315
1730345712840,-1.0373248,-0.25671625,-0.1257655
1730345712840,-1.0524065,-0.28801954,-0.04723487
1730345712840,-1.0661489,-0.30132395,0.017506137
1730345712881,-1.0752263,-0.3102906,0.065465935
1730345712882,-1.0841651,-0.30189285,0.1114996
1730345712882,-1.1044917,-0.28559244,0.15766911
1730345712882,-1.1339285,-0.25506458,0.20610335
1730345712922,-1.1706535,-0.21698764,0.24868377
1730345712923,-1.1945237,-0.18844253,0.27124944
1730345712923,-1.2040377,-0.16776243,0.27420992
1730345712923,-1.1924844,-0.13612638,0.24998775
1730345712962,-1.1734201,-0.080154486,0.18892738
1730345712962,-1.142837,-0.027950764,0.1230707
1730345712962,-1.1054347,-0.022839721,0.07781161
1730345712962,-1.0611395,-0.10331386,0.0758607
1730345713002,-1.0261824,-0.22135353,0.10065095
1730345713002,-1.0063616,-0.34836477,0.1377311
1730345713002,-0.9902654,-0.43847513,0.14655402
1730345713002,-0.9886476,-0.49523187,0.12893812
1730345713042,-0.99286306,-0.50590175,0.08825487
1730345713042,-0.9998288,-0.49527326,0.034866866
1730345713042,-1.0089947,-0.4695225,-0.01910262
1730345713042,-1.0199208,-0.43718368,-0.07377685
1730345713083,-1.0420767,-0.4113126,-0.14027396
1730345713083,-1.0696232,-0.40570775,-0.1989814
1730345713084,-1.0919,-0.43212646,-0.22702245
1730345713084,-1.1046908,-0.50500536,-0.23436339
1730345713123,-1.1211518,-0.6191248,-0.23640333
1730345713123,-1.138393,-0.7429999,-0.24570091
1730345713123,-1.156019,-0.8401835,-0.27206388
1730345713123,-1.173713,-0.89661,-0.31591198
1730345713164,-1.2029601,-0.9223472,-0.36033323
1730345713165,-1.2165362,-0.9144299,-0.37311232
1730345713165,-1.2084721,-0.91791785,-0.3871686
1730345713165,-1.1981881,-0.93220687,-0.38523805
1730345713202,-1.1978661,-0.96663535,-0.37411144
1730345713202,-1.2186893,-1.0035207,-0.36521018
1730345713203,-1.2561892,-1.0212909,-0.35808915
1730345713203,-1.305114,-1.019936,-0.34664303
1730345713242,-1.3555129,-0.9975316,-0.33556962
1730345713242,-1.4013418,-0.981285,-0.30012035
1730345713243,-1.4344116,-0.98385876,-0.25475234
1730345713243,-1.4704497,-0.97801244,-0.22612377
1730345713283,-1.503113,-0.9829176,-0.20897022
1730345713284,-1.5426588,-0.9906746,-0.20650646
1730345713284,-1.5855545,-0.97939277,-0.21028477
1730345713284,-1.6404727,-0.94904685,-0.21330744
1730345713324,-1.6899171,-0.8996168,-0.21189275
1730345713324,-1.7333055,-0.8639056,-0.2069282
1730345713324,-1.7682557,-0.8449189,-0.20678934
1730345713324,-1.7959764,-0.8182309,-0.21602085
1730345713363,-1.8200694,-0.77963257,-0.30102196
1730345713363,-1.8582686,-0.7619294,-0.29140693
1730345713364,-1.9264382,-0.7125522,-0.15100142
1730345713364,-1.9730685,-0.64071053,-0.03676051
1730345713402,-2.0103729,-0.5849141,0.12841514
1730345713403,-2.010751,-0.48110682,0.31158087
1730345713403,-2.0036273,-0.40189388,0.45619714
1730345713403,-2.0161345,-0.43841803,0.48493165
1730345713443,-2.034285,-0.48680174,0.420721
1730345713443,-2.0650954,-0.45052797,0.31832728
1730345713443,-2.0835152,-0.37335834,0.20023945
1730345713444,-2.0620782,-0.31976753,0.15320113
1730345713483,-2.0109117,-0.32145214,0.20444548
1730345713484,-1.9385968,-0.39610368,0.19633207
1730345713484,-1.8448117,-0.48888355,0.19343479
1730345713484,-1.7525356,-0.546099,0.20812535
1730345713524,-1.6760795,-0.5398879,0.22945994
1730345713524,-1.6221013,-0.4908409,0.21059433
1730345713524,-1.5671806,-0.42094025,0.15741265
1730345713524,-1.5194111,-0.35543752,0.06767492
1730345713564,-1.4696969,-0.29752555,-0.03837161
1730345713565,-1.41675,-0.2495191,-0.15171589
1730345713565,-1.3513951,-0.1979384,-0.2574834
1730345713565,-1.2799468,-0.15284096,-0.3231725
1730345713604,-1.2000306,-0.12682432,-0.3455398
1730345713604,-1.1039971,-0.1311643,-0.34067595
1730345713604,-0.99890286,-0.163862,-0.32169294
1730345713605,-0.90716165,-0.20343527,-0.2969242
1730345713644,-0.8471838,-0.23701032,-0.2922013
1730345713644,-0.81453305,-0.26746368,-0.32076284
1730345713645,-0.79991114,-0.28224415,-0.36253697
1730345713645,-0.7726425,-0.27298766,-0.39595628
1730345713684,-0.7314236,-0.24665764,-0.41885874
1730345713685,-0.67353475,-0.19708656,-0.48844564
1730345713685,-0.59847707,-0.15575281,-0.4020589
1730345713685,-0.54034734,-0.1339449,-0.20023602
1730345713726,-0.4792307,-0.17447092,-0.04261052
1730345713726,-0.43321204,-0.3065467,0.19344567
1730345713727,-0.4055002,-0.38130468,0.35378358
1730345713727,-0.45591593,-0.43847597,0.3874296
1730345713765,-0.5642822,-0.4260011,0.31013995
1730345713765,-0.6813987,-0.40404344,0.20111585
1730345713765,-0.78467417,-0.3903102,0.06838113
1730345713766,-0.8426204,-0.39297825,0.06448331
1730345713806,-0.8870608,-0.40277845,0.03285801
1730345713806,-0.89937633,-0.5435717,-0.03795767
1730345713806,-0.91138476,-0.6792036,-0.037596133
1730345713807,-0.942791,-0.6990738,-0.018381998
1730345713845,-0.9961835,-0.6780784,-0.021935593
1730345713845,-1.023566,-0.6423573,-0.03627711
1730345713845,-1.0567311,-0.61162436,-0.076017804
1730345713846,-1.1098537,-0.5752998,-0.1363174
1730345713886,-1.1636109,-0.5153375,-0.20707524
1730345713886,-1.2063773,-0.44245398,-0.26943082
1730345713886,-1.2250192,-0.36522228,-0.33081394
1730345713886,-1.2246013,-0.30152047,-0.34949687
1730345713927,-1.2017486,-0.26421368,-0.343602
1730345713927,-1.1643021,-0.23077491,-0.30486932
1730345713927,-1.1053587,-0.17551684,-0.2985574
1730345713928,-1.0407165,-0.10088688,-0.3579482
1730345713966,-0.97343165,0.0007392466,-0.45097628
1730345713966,-0.8736092,0.116056986,-0.5860061
1730345713967,-0.7360184,0.244484,-0.46501538
1730345713967,-0.58282584,0.44664097,-0.36055696
1730345714006,-0.41236076,0.605971,-0.13493395
1730345714007,-0.2594594,0.6737858,0.06448936
1730345714007,-0.15007429,0.6070623,0.20127009
1730345714007,-0.088198595,0.47702584,0.24625434
1730345714047,-0.032948717,0.39024466,0.18929435
1730345714048,0.034488037,0.35315967,0.066110626
1730345714048,0.068793915,0.28516287,-0.020937715
1730345714048,0.084260866,0.18093793,-0.15310042
1730345714086,0.038901635,0.034794524,-0.20013955
1730345714086,-0.071647845,-0.07924554,-0.1826731
1730345714087,-0.20536336,-0.12759721,-0.1629506
1730345714087,-0.33150017,-0.16795544,-0.17376316
1730345714127,-0.47624823,-0.21341756,-0.20684786
1730345714128,-0.6591221,-0.27206588,-0.25607336
1730345714128,-0.88375574,-0.33335784,-0.29713067
1730345714128,-1.1319754,-0.37975633,-0.31680095
1730345714168,-1.3628912,-0.41639602,-0.31912223
1730345714169,-1.5627156,-0.42630377,-0.30588716
1730345714169,-1.7244917,-0.43422997,-0.28954977
1730345714169,-1.8464863,-0.45422557,-0.31049666
1730345714207,-1.947915,-0.4759714,-0.3708533
1730345714208,-2.0441499,-0.47971338,-0.46657056
1730345714208,-2.1359901,-0.43647283,-0.596086
1730345714208,-2.216649,-0.35013652,-0.7622223
1730345714247,-2.250513,-0.27364123,-0.8155991
1730345714247,-2.2474203,-0.26251203,-0.68606025
1730345714248,-2.1486452,-0.36021072,-0.41761518
1730345714248,-2.0078197,-0.5581472,-0.03612882
1730345714288,-1.8343123,-0.72272485,0.304754
1730345714288,-1.7058073,-0.75257605,0.51517594
1730345714288,-1.6463627,-0.70123667,0.5376245
1730345714288,-1.6443225,-0.6347723,0.4286189
1730345714327,-1.6489189,-0.61034745,0.25996572
1730345714327,-1.6394203,-0.6082951,0.07952772
1730345714327,-1.6109802,-0.6337229,-0.025056556
1730345714328,-1.5901445,-0.6540652,-0.08596626
1730345714368,-1.5873702,-0.69908565,-0.18763572
1730345714368,-1.5834738,-0.7715144,-0.25004637
1730345714369,-1.5746074,-0.8179587,-0.29254866
1730345714369,-1.5517036,-0.8014538,-0.31121904
1730345714408,-1.519726,-0.7693251,-0.32615533
1730345714408,-1.4771355,-0.7515274,-0.36277843
1730345714409,-1.4507289,-0.73537284,-0.3997427
1730345714409,-1.4240938,-0.74544644,-0.4331471
1730345714447,-1.4126076,-0.7841684,-0.45220482
1730345714448,-1.4137194,-0.8764721,-0.47320032
1730345714448,-1.4263471,-0.99056035,-0.4993393
1730345714448,-1.4345329,-1.077998,-0.53366566
1730345714488,-1.4410813,-1.1479481,-0.5572939
1730345714489,-1.4427269,-1.2192397,-0.57427996
1730345714489,-1.436617,-1.2937605,-0.5782867
1730345714489,-1.4161581,-1.3437951,-0.4375193
1730345714529,-1.3882923,-1.3934048,-0.08822501
1730345714530,-1.3695929,-1.5789818,0.06999558
1730345714530,-1.4542885,-1.6129359,0.28760293
1730345714530,-1.5543848,-1.6264447,0.36706468
1730345714568,-1.5712193,-1.6130567,0.38871193
1730345714568,-1.5597732,-1.5700061,0.38159505
1730345714569,-1.5563656,-1.5413151,0.35865358
1730345714569,-1.5613053,-1.5181228,0.3101164
1730345714609,-1.5710064,-1.4976525,0.23535338
1730345714610,-1.5957757,-1.4580394,0.120445386
1730345714610,-1.6079254,-1.4227556,0.0076775774
1730345714610,-1.6023136,-1.3868628,-0.086369485
1730345714650,-1.5865651,-1.3737196,-0.1879583
1730345714650,-1.5739664,-1.3747036,-0.2749787
1730345714650,-1.560294,-1.3891456,-0.33884567
1730345714650,-1.5610943,-1.4349556,-0.37101436
1730345714689,-1.561974,-1.4871745,-0.40249863
1730345714689,-1.5571681,-1.551947,-0.4145105
1730345714689,-1.5423038,-1.6327512,-0.38794708
1730345714690,-1.5306519,-1.7357234,-0.34585512
1730345714730,-1.5158206,-1.8315163,-0.3009225
1730345714730,-1.5116214,-1.910067,-0.26114342
1730345714731,-1.5080223,-1.9518267,-0.23698595
1730345714731,-1.5125694,-1.9715798,-0.2214928
1730345714769,-1.5274662,-1.9778001,-0.21460822
1730345714770,-1.5432165,-1.9710381,-0.21868269
1730345714770,-1.5596496,-1.9694614,-0.22745204
1730345714770,-1.5802222,-1.9605343,-0.22512494
1730345714809,-1.5966804,-1.9476433,-0.22326325
1730345714809,-1.5947549,-1.9414029,-0.22177391
1730345714810,-1.5721337,-1.9309008,-0.23375781
1730345714810,-1.546371,-1.9186662,-0.24909426
1730345714850,-1.5257608,-1.9031292,-0.27645552
1730345714851,-1.5128659,-1.8811175,-0.30792665
1730345714851,-1.5157255,-1.847937,-0.32927075
1730345714851,-1.5275955,-1.8115708,-0.33125395
1730345714890,-1.5219995,-1.8018818,-0.3270912
1730345714890,-1.5043471,-1.8212004,-0.32184464
1730345714891,-1.4770497,-1.8541428,-0.30830464
1730345714891,-1.4612007,-1.886246,-0.29938915
1730345714930,-1.463853,-1.9193548,-0.29968303
1730345714930,-1.473401,-1.9400926,-0.30758375
1730345714931,-1.4848723,-1.9526103,-0.31198803
1730345714931,-1.4921329,-1.9664574,-0.31742775
1730345714970,-1.4921921,-1.9835238,-0.3083646
1730345714971,-1.4771475,-1.9952606,-0.2917713
1730345714971,-1.4648721,-1.9950678,-0.28232965
1730345714971,-1.4569684,-1.9853314,-0.27285984
1730345715011,-1.4621441,-1.9794588,-0.26336747
1730345715012,-1.4454433,-1.9884152,-0.2653559
1730345715012,-1.4260938,-1.9802489,-0.2705399
1730345715012,-1.4086977,-1.9660501,-0.2919351
1730345715050,-1.4290373,-1.954212,-0.3033019
1730345715051,-1.4663898,-1.9598334,-0.2858048
1730345715051,-1.4888455,-1.981818,-0.28114972
1730345715051,-1.4972279,-1.9974892,-0.26808307
1730345715091,-1.500101,-2.013859,-0.23295553
1730345715091,-1.4968896,-2.042526,-0.19934374
1730345715092,-1.4924041,-2.0654597,-0.1817969
1730345715092,-1.4828268,-2.058893,-0.1658429
1730345715131,-1.4768419,-2.0306423,-0.17200461
1730345715131,-1.4794803,-1.9752226,-0.19777538
1730345715132,-1.49285,-1.9095665,-0.22030832
1730345715132,-1.5049831,-1.824462,-0.23450185
1730345715173,-1.5146896,-1.7506292,-0.20800687
1730345715174,-1.516945,-1.7183931,-0.15471059
1730345715174,-1.5094067,-1.7139246,-0.09314866
1730345715174,-1.5069693,-1.6988512,-0.053241886
1730345715212,-1.4973537,-1.6791267,-0.017483456
1730345715212,-1.462831,-1.6405894,0.0111232875
1730345715212,-1.4217978,-1.6195812,0.049100578
1730345715213,-1.4483807,-1.6250534,0.06630683
1730345715253,-1.5228285,-1.6193697,0.055397797
1730345715253,-1.6068213,-1.572182,-0.013936952
1730345715254,-1.687191,-1.5092785,-0.082580335
1730345715254,-1.7816707,-1.449134,-0.108988
1730345715292,-1.87043,-1.3758651,-0.098013654
1730345715292,-1.9335321,-1.3095843,-0.04755155
1730345715292,-1.9461641,-1.2666208,0.0059937127
1730345715293,-1.9502809,-1.2111691,-0.02495318
1730345715332,-1.9569281,-1.1167408,-0.08947681
1730345715332,-1.9792544,-1.031616,-0.15259436
1730345715332,-2.0011876,-0.97501475,-0.20859817
1730345715333,-2.001726,-0.9376391,-0.2723261
1730345715372,-1.9772427,-0.8983959,-0.34630573
1730345715372,-1.9269931,-0.85765874,-0.43375695
1730345715372,-1.8637962,-0.79656196,-0.4867095
1730345715373,-1.803417,-0.7285201,-0.49313825
1730345715413,-1.7206177,-0.66306704,-0.49444842
1730345715414,-1.6184449,-0.63609743,-0.49573612
1730345715414,-1.5180213,-0.6530901,-0.5005991
1730345715414,-1.4304959,-0.7090856,-0.49107432
1730345715452,-1.3396341,-0.7617873,-0.51196176
1730345715452,-1.2017857,-0.747174,-0.6290451
1730345715452,-1.0541364,-0.6607422,-0.575146
1730345715453,-0.8818775,-0.5173347,-0.4656699
1730345715493,-0.6892122,-0.44716594,-0.25136435
1730345715494,-0.50297964,-0.4413375,-0.0023040026
1730345715494,-0.40645614,-0.5111764,0.11190229
1730345715494,-0.41356075,-0.608251,0.10480999
1730345715533,-0.4724257,-0.65476847,0.023436733
1730345715534,-0.5113728,-0.6344893,-0.10610221
1730345715534,-0.4910261,-0.60149705,-0.2741737
1730345715534,-0.4675621,-0.61558807,-0.3688646
1730345715572,-0.4705904,-0.7284323,-0.40676773
1730345715573,-0.5041552,-0.870212,-0.45409858
1730345715573,-0.5918541,-0.9695021,-0.4330327
1730345715573,-0.6955509,-0.9945551,-0.39150578
1730345715612,-0.77228,-0.96093714,-0.38104194
1730345715613,-0.8353401,-0.9033797,-0.38608605
1730345715613,-0.9085459,-0.84559554,-0.39563107
1730345715613,-1.0054394,-0.8218864,-0.4164427
1730345715653,-1.1272719,-0.8544235,-0.43692482
1730345715653,-1.2441418,-0.9108767,-0.4590598
1730345715653,-1.3625515,-0.9615489,-0.4880269
1730345715654,-1.4745271,-1.0075965,-0.52437615
1730345715693,-1.5928543,-1.0691087,-0.555372
1730345715694,-1.7294382,-1.1120901,-0.58400154
1730345715694,-1.893803,-1.1400073,-0.59923935
1730345715694,-2.2071173,-1.062207,-0.4688944
1730345715733,-2.6901371,-1.0203289,-0.1863893
1730345715734,-2.9960628,-1.1106764,0.09830581
1730345715734,-2.9138103,-1.2538627,0.18927583
1730345715734,-2.7169716,-1.4045846,0.20695427
1730345715774,-2.7017965,-1.4679085,0.26469594
1730345715774,-2.8683646,-1.4819156,0.28477788
1730345715774,-3.045218,-1.4677284,0.27233618
1730345715774,-3.118188,-1.4494317,0.21303459
1730345715815,-3.111884,-1.4393457,0.15601116
1730345715816,-3.1312757,-1.4003744,0.03469301
1730345715816,-3.1460702,-1.2887069,-0.17040098
1730345715816,-3.1291592,-1.0189878,-0.2966264
1730345715854,-3.0219643,-0.77734053,-0.39018065
1730345715854,-2.819545,-0.7294327,-0.40633303
1730345715854,-2.6245508,-0.7969898,-0.35098156
