key,timestamp
1,1732116447990.5
8,1732116448237.5
4,1732116448501.5
0,1732116449061.5
4,1732116449357.5
5,1732116450717.5
0,1732116450981.5
5,1732116451269.5
8,1732116451613.5
5,1732116451861.5
7,1732116452925.5
8,1732116453349.5
3,1732116453709.5
6,1732116454317.5
1,1732116454533.5
3,1732116455357.5
2,1732116455589.5
9,1732116455877.5
6,1732116456549.5
9,1732116456741.5
7,1732116457861.5
9,1732116458053.5
8,1732116458317.5
1,1732116458749.5
8,1732116458973.5
1,1732116459877.5
8,1732116460165.5
2,1732116460445.5
7,1732116460973.5
2,1732116461285.5
7,1732116462661.5
8,1732116462917.5
6,1732116463349.5
4,1732116464053.5
1,1732116464253.5
4,1732116465309.5
2,1732116465549.5
3,1732116465805.5
6,1732116466485.5
8,1732116466901.5
2,1732116467861.5
5,1732116468085.5
1,1732116468397.5
7,1732116468901.5
3,1732116469349.5
2,1732116470293.5
6,1732116470525.5
7,1732116470837.5
9,1732116471437.5
4,1732116471749.5
9,1732116472741.5
0,1732116473061.5
7,1732116473436.5
6,1732116474157.5
5,1732116474389.5
7,1732116475477.5
4,1732116475708.5
0,1732116475981.5
7,1732116476629.5
0,1732116476956.5
1,1732116477868.5
9,1732116478156.5
3,1732116478444.5
6,1732116478916.5
3,1732116479141.5
4,1732116480308.5
3,1732116480556.5
2,1732116480829.5
5,1732116481276.5
2,1732116481508.5
0,1732116482452.5
5,1732116482732.5
0,1732116483020.5
4,1732116483428.5
3,1732116483724.5
6,1732116485116.5
3,1732116485564.5
8,1732116485828.5
0,1732116486444.5
2,1732116486708.5
9,1732116487676.5
6,1732116487916.5
0,1732116488236.5
5,1732116488892.5
9,1732116489060.5
5,1732116490220.5
9,1732116490412.5
2,1732116490732.5
1,1732116491292.5
4,1732116491516.5
5,1732116492588.5
4,1732116492836.5
3,1732116493124.5
0,1732116493460.5
1,1732116493708.5
8,1732116494732.5
1,1732116495028.5
7,1732116495300.5
9,1732116495852.5
6,1732116496092.5
2,1732116496964.5
9,1732116497212.5
4,1732116497460.5
2,1732116498116.5
8,1732116498484.5
7,1732116499684.5
2,1732116499940.5
1,1732116500220.5
9,1732116500700.5
0,1732116500988.5
8,1732116502148.5
3,1732116502476.5
9,1732116502756.5
4,1732116503316.5
8,1732116503500.5
5,1732116504508.5
1,1732116504748.5
7,1732116505036.5
5,1732116505604.5
3,1732116505860.5
0,1732116506828.5
2,1732116507084.5
3,1732116507348.5
7,1732116507956.5
3,1732116508276.5
2,1732116509180.5
4,1732116509428.5
9,1732116509675.5
6,1732116510347.5
9,1732116510572.5
0,1732116511492.5
9,1732116511779.5
8,1732116512019.5
9,1732116512587.5
7,1732116512827.5
3,1732116513843.5
8,1732116514163.5
2,1732116514491.5
9,1732116515011.5
5,1732116515283.5
3,1732116516323.5
5,1732116516692.5
3,1732116517060.5
4,1732116517755.5
7,1732116517955.5
4,1732116519059.5
8,1732116519323.5
9,1732116520035.5
7,1732116520755.5
3,1732116521099.5
1,1732116522003.5
6,1732116522235.5
4,1732116522523.5
6,1732116523499.5
2,1732116523731.5
6,1732116524827.5
5,1732116525123.5
8,1732116525379.5
7,1732116525995.5
5,1732116526227.5
3,1732116527139.5
1,1732116527387.5
0,1732116527635.5
1,1732116527971.5
7,1732116528267.5
8,1732116529291.5
0,1732116529627.5
4,1732116529971.5
1,1732116530339.5
6,1732116530771.5
5,1732116532059.5
0,1732116532339.5
6,1732116532595.5
9,1732116533211.5
2,1732116533499.5
6,1732116534531.5
1,1732116534763.5
6,1732116535003.5
7,1732116535403.5
6,1732116535899.5
0,1732116536931.5
4,1732116537203.5
0,1732116537523.5
1,1732116537779.5
0,1732116538019.5
5,1732116539155.5
8,1732116539387.5
2,1732116539819.5
3,1732116540155.5
8,1732116540467.5
0,1732116541427.5
7,1732116541883.5
2,1732116542211.5
4,1732116542707.5
6,1732116543035.5
5,1732116544203.5
1,1732116544466.5
4,1732116544715.5
5,1732116545747.5
1,1732116545963.5
7,1732116546987.5
1,1732116547267.5
7,1732116547547.5
2,1732116547986.5
7,1732116548330.5
5,1732116549426.5
6,1732116549586.5
0,1732116549882.5
8,1732116550538.5
4,1732116550770.5
1,1732116551762.5
5,1732116552074.5
8,1732116552442.5
9,1732116553098.5
7,1732116553322.5
2,1732116554266.5
1,1732116554530.5
6,1732116554826.5
1,1732116555434.5
4,1732116555658.5
2,1732116556658.5
7,1732116556930.5
1,1732116557274.5
0,1732116557626.5
2,1732116557858.5
4,1732116558898.5
2,1732116559170.5
4,1732116559490.5
8,1732116560522.5
6,1732116560802.5
3,1732116561786.5
4,1732116562114.5
3,1732116562378.5
2,1732116562738.5
6,1732116563010.5
8,1732116564082.5
0,1732116564386.5
4,1732116564706.5
9,1732116565330.5
3,1732116565634.5
0,1732116566618.5
8,1732116566906.5
3,1732116567194.5
2,1732116567746.5
8,1732116568026.5
6,1732116569162.5
1,1732116569466.5
8,1732116569706.5
5,1732116570386.5
9,1732116570610.5
5,1732116571730.5
7,1732116571970.5
5,1732116572266.5
6,1732116572778.5
5,1732116573338.5
3,1732116574346.5
9,1732116574610.5
3,1732116574914.5
9,1732116575466.5
3,1732116575754.5
2,1732116576858.5
0,1732116577122.5
3,1732116577706.5
7,1732116578074.5
0,1732116578346.5
6,1732116579634.5
4,1732116579842.5
9,1732116580105.5
1,1732116580610.5
9,1732116581521.5
1,1732116582466.5
2,1732116582705.5
7,1732116583081.5
2,1732116583690.5
5,1732116583978.5
9,1732116585034.5
8,1732116585241.5
0,1732116585649.5
8,1732116586097.5
7,1732116586322.5
8,1732116587482.5
5,1732116587737.5
4,1732116587993.5
6,1732116588729.5
7,1732116589025.5
6,1732116590209.5
0,1732116590521.5
9,1732116590833.5
5,1732116591433.5
9,1732116591673.5
0,1732116592705.5
6,1732116592961.5
5,1732116593273.5
3,1732116593841.5
1,1732116594113.5
3,1732116595009.5
1,1732116595289.5
0,1732116595609.5
4,1732116596049.5
4,1732116596313.5
4,1732116597289.5
0,1732116597545.5
9,1732116597865.5
4,1732116598497.5
6,1732116599033.5
5,1732116600073.5
2,1732116600337.5
8,1732116600657.5
4,1732116601457.5
5,1732116601665.5
7,1732116602673.5
2,1732116602977.5
8,1732116603281.5
2,1732116603769.5
1,1732116604001.5
5,1732116605025.5
7,1732116605481.5
9,1732116605793.5
4,1732116606329.5
0,1732116606585.5
2,1732116607473.5
8,1732116607777.5
2,1732116608089.5
6,1732116608625.5
9,1732116608857.5
4,1732116609825.5
0,1732116610089.5
8,1732116610409.5
7,1732116610913.5
5,1732116611169.5
6,1732116612321.5
3,1732116612561.5
9,1732116612849.5
1,1732116613369.5
5,1732116613609.5
6,1732116614633.5
0,1732116614905.5
1,1732116615193.5
4,1732116615809.5
3,1732116616065.5
4,1732116617121.5
2,1732116617361.5
1,1732116617648.5
3,1732116618177.5
1,1732116618385.5
7,1732116619520.5
8,1732116619720.5
1,1732116620080.5
8,1732116621104.5
6,1732116621440.5
4,1732116622808.5
6,1732116623048.5
3,1732116623344.5
5,1732116624376.5
7,1732116624616.5
9,1732116625608.5
0,1732116625952.5
3,1732116626272.5
1,1732116627232.5
3,1732116627424.5
2,1732116628424.5
6,1732116628672.5
8,1732116629000.5
9,1732116629552.5
0,1732116629889.5
7,1732116630976.5
6,1732116631632.5
3,1732116632296.5
1,1732116632704.5
3,1732116632944.5
8,1732116634208.5
3,1732116634504.5
1,1732116634769.5
3,1732116635112.5
6,1732116635544.5
5,1732116636616.5
8,1732116636864.5
7,1732116637133.5
0,1732116637648.5
5,1732116637920.5
2,1732116638912.5
5,1732116639152.5
2,1732116639480.5
9,1732116639936.5
7,1732116640224.5
2,1732116641288.5
7,1732116641600.5
0,1732116641936.5
9,1732116642248.5
0,1732116642632.5
7,1732116643792.5
6,1732116644160.5
5,1732116644448.5
8,1732116645056.5
4,1732116645360.5
9,1732116646584.5
4,1732116646824.5
1,1732116647144.5
9,1732116647472.5
0,1732116647792.5
7,1732116648880.5
9,1732116649120.5
8,1732116649408.5
1,1732116649848.5
8,1732116650064.5
3,1732116651008.5
0,1732116651304.5
4,1732116651608.5
0,1732116652168.5
7,1732116652511.5
5,1732116653536.5
6,1732116653856.5
2,1732116654135.5
6,1732116654703.5
9,1732116654927.5
1,1732116655863.5
9,1732116656119.5
1,1732116656415.5
6,1732116656935.5
1,1732116657143.5
7,1732116658207.5
2,1732116658487.5
7,1732116658791.5
8,1732116659351.5
7,1732116659575.5
9,1732116660751.5
5,1732116661015.5
9,1732116661311.5
2,1732116661831.5
3,1732116662063.5
7,1732116663271.5
5,1732116663511.5
1,1732116663807.5
6,1732116664383.5
7,1732116664735.5
3,1732116665615.5
1,1732116665863.5
8,1732116666151.5
5,1732116666791.5
0,1732116667071.5
4,1732116668751.5
7,1732116668959.5
1,1732116669279.5
0,1732116669815.5
9,1732116670103.5
0,1732116671127.5
6,1732116671399.5
0,1732116671727.5
5,1732116672207.5
9,1732116672479.5
6,1732116673807.5
4,1732116674079.5
1,1732116674367.5
2,1732116674703.5
9,1732116675303.5
8,1732116676455.5
6,1732116676743.5
8,1732116677047.5
0,1732116677655.5
3,1732116677863.5
7,1732116678991.5
3,1732116679287.5
5,1732116679575.5
3,1732116680119.5
8,1732116680431.5
9,1732116681383.5
2,1732116681647.5
7,1732116681975.5
8,1732116682559.5
9,1732116682679.5
2,1732116683631.5
3,1732116683855.5
2,1732116684135.5
3,1732116684495.5
5,1732116684791.5
4,1732116685927.5
6,1732116686175.5
4,1732116686463.5
0,1732116686839.5
6,1732116687151.5
4,1732116688359.5
6,1732116688622.5
4,1732116689070.5
1,1732116689430.5
4,1732116689663.5
8,1732116690871.5
5,1732116691118.5
2,1732116691407.5
4,1732116691894.5
5,1732116692262.5
3,1732116693118.5
0,1732116693398.5
8,1732116693719.5
2,1732116694343.5
3,1732116694574.5
2,1732116695462.5
1,1732116695678.5
0,1732116695958.5
4,1732116696526.5
5,1732116696766.5
0,1732116697814.5
7,1732116698150.5
3,1732116698470.5
6,1732116699390.5
8,1732116699702.5
3,1732116700726.5
5,1732116700974.5
1,1732116701254.5
3,1732116701550.5
2,1732116701798.5
9,1732116702846.5
1,1732116703166.5
5,1732116703398.5
0,1732116703830.5
8,1732116704158.5
7,1732116705254.5
2,1732116705614.5
6,1732116706086.5
9,1732116706694.5
1,1732116706958.5
4,1732116708126.5
3,1732116708382.5
7,1732116708710.5
0,1732116709270.5
1,1732116709486.5
0,1732116710406.5
2,1732116710638.5
0,1732116710950.5
5,1732116711438.5
9,1732116711614.5
4,1732116712670.5
9,1732116712886.5
4,1732116713190.5
3,1732116713558.5
8,1732116714054.5
4,1732116715062.5
1,1732116715310.5
4,1732116715566.5
1,1732116715958.5
7,1732116716222.5
3,1732116717206.5
8,1732116717518.5
7,1732116717758.5
4,1732116718374.5
5,1732116718638.5
8,1732116719854.5
3,1732116720278.5
8,1732116720550.5
7,1732116721254.5
4,1732116721478.5
2,1732116722382.5
5,1732116722661.5
2,1732116722950.5
4,1732116723509.5
8,1732116723742.5
6,1732116725086.5
8,1732116725541.5
9,1732116725773.5
4,1732116726285.5
2,1732116726533.5
6,1732116727662.5
5,1732116727925.5
6,1732116728189.5
7,1732116728621.5
5,1732116728933.5
7,1732116730015.5
1,1732116730295.5
0,1732116730534.5
3,1732116730854.5
8,1732116731239.5
7,1732116732334
9,1732116732534
0,1732116732998
7,1732116733494
9,1732116733654
1,1732116734622
5,1732116734854
3,1732116735134
6,1732116735534
0,1732116735838
6,1732116736910
2,1732116737166
6,1732116737446
5,1732116737902
1,1732116738166
0,1732116739094
9,1732116739390
2,1732116739686
0,1732116740206
2,1732116740430
8,1732116741782
5,1732116742320
6,1732116742542
4,1732116743006
2,1732116743246
1,1732116744198
9,1732116744446
6,1732116744750
9,1732116745286
3,1732116745614
1,1732116746558
6,1732116746806
1,1732116747118
6,1732116747894
2,1732116748198
0,1732116749142
4,1732116749454
0,1732116749734
5,1732116750134
7,1732116750390
5,1732116751422
4,1732116751662
3,1732116751942
9,1732116752478
5,1732116752750
3,1732116753654
5,1732116753934
0,1732116754214
6,1732116754598
0,1732116754846
1,1732116755838
9,1732116756062
0,1732116756406
9,1732116757014
6,1732116757246
9,1732116758334
3,1732116758638
9,1732116758982
1,1732116759590
0,1732116759813
2,1732116760757
3,1732116760989
2,1732116761317
5,1732116761741
2,1732116762005
1,1732116762837
9,1732116763109
8,1732116763389
7,1732116763957
2,1732116764501
7,1732116765597
0,1732116765909
1,1732116766189
3,1732116766605
6,1732116766821
4,1732116767877
3,1732116768133
2,1732116768429
8,1732116768965
3,1732116769349
8,1732116770421
0,1732116770749
6,1732116771021
5,1732116771573
8,1732116771797
4,1732116773053
8,1732116773245
2,1732116773557
8,1732116774293
7,1732116774557
4,1732116775757
7,1732116775973
4,1732116776733
7,1732116777557
6,1732116778061
7,1732116779397
9,1732116779661
4,1732116779917
6,1732116780477
4,1732116780933
9,1732116781925
8,1732116782133
0,1732116782549
3,1732116783029
5,1732116783237
8,1732116784333
7,1732116784573
5,1732116784877
7,1732116785509
1,1732116785789
9,1732116786797
1,1732116787061
3,1732116787317
1,1732116787733
2,1732116787925
4,1732116789005
1,1732116789253
6,1732116789589
8,1732116790229
2,1732116790501
8,1732116791661
5,1732116791900
3,1732116792197
5,1732116792677
9,1732116792973
7,1732116794005
2,1732116794301
0,1732116794557
6,1732116795268
4,1732116795492
5,1732116796660
3,1732116796940
5,1732116797213
0,1732116797628
6,1732116797884
2,1732116798860
6,1732116799068
0,1732116799373
8,1732116799948
6,1732116800277
1,1732116801244
6,1732116801492
7,1732116801780
9,1732116802428
1,1732116802676
0,1732116803620
4,1732116803924
2,1732116804204
6,1732116804756
2,1732116805004
3,1732116805884
1,1732116806148
2,1732116806372
7,1732116806828
9,1732116807092
8,1732116808220
6,1732116808516
4,1732116808796
1,1732116809364
8,1732116809628
3,1732116810660
6,1732116810908
3,1732116811196
5,1732116811748
7,1732116812012
0,1732116813116
4,1732116813460
7,1732116813668
9,1732116814260
4,1732116814524
8,1732116815732
3,1732116816012
0,1732116816268
1,1732116816628
5,1732116816828
9,1732116817940
5,1732116818204
3,1732116818476
0,1732116818812
9,1732116819116
7,1732116820164
2,1732116820444
7,1732116820724
3,1732116821116
2,1732116821284
8,1732116822388
2,1732116822652
1,1732116822924
3,1732116823220
4,1732116823564
9,1732116824548
7,1732116824844
0,1732116825196
8,1732116825748
2,1732116826020
5,1732116827220
6,1732116827564
7,1732116827868
5,1732116828652
1,1732116828900
7,1732116829956
6,1732116830211
0,1732116830475
8,1732116831035
0,1732116831363
3,1732116832308
5,1732116832627
8,1732116832851
4,1732116833411
5,1732116833580
4,1732116834539
5,1732116834819
9,1732116835091
7,1732116835596
9,1732116835803
3,1732116836707
9,1732116837043
8,1732116837443
9,1732116837899
0,1732116838203
2,1732116839123
4,1732116839435
1,1732116839683
2,1732116840075
4,1732116840331
8,1732116841531
4,1732116841763
1,1732116842131
6,1732116842635
1,1732116842851
0,1732116843891
3,1732116844131
6,1732116844467
1,1732116844987
8,1732116845259
7,1732116846315
8,1732116846563
9,1732116846835
7,1732116847411
8,1732116847747
7,1732116848699
2,1732116849011
9,1732116849299
2,1732116849939
4,1732116850459
8,1732116851523
6,1732116851819
3,1732116852299
6,1732116852803
0,1732116853075
4,1732116854099
3,1732116854347
4,1732116854659
6,1732116855195
4,1732116855523
5,1732116856723
1,1732116856995
3,1732116857251
9,1732116857707
1,1732116857963
6,1732116859323
2,1732116859587
6,1732116860003
4,1732116860515
1,1732116860747
0,1732116861619
9,1732116861899
0,1732116862195
4,1732116862707
0,1732116862963
1,1732116863891
5,1732116864098
0,1732116864379
6,1732116865051
8,1732116865299
9,1732116866259
