sequenceIndex,key,timestamp
28,2,1731976112103.5
29,8,1731976113231.5
29,0,1731976113567.5
29,6,1731976113863.5
29,5,1731976114671.5
29,6,1731976115111.5
30,5,1731976116175.5
30,6,1731976116399.5
30,7,1731976116671.5
30,6,1731976117415.5
30,3,1731976117639.5
31,4,1731976118751.5
31,2,1731976118967.5
31,9,1731976119279.5
31,8,1731976119855.5
31,1,1731976120119.5
32,9,1731976121119.5
32,1,1731976121391.5
32,9,1731976121631.5
32,5,1731976122031.5
32,6,1731976122335.5
33,3,1731976123215.5
33,4,1731976123527.5
33,3,1731976123783.5
33,6,1731976124463.5
33,9,1731976124767.5
34,7,1731976126007.5
34,6,1731976126559.5
34,2,1731976126831.5
34,5,1731976127471.5
34,6,1731976127775.5
35,5,1731976128935.5
35,8,1731976129159.5
35,4,1731976129431.5
35,8,1731976130159.5
35,0,1731976130471.5
36,4,1731976131487.5
36,0,1731976131735.5
36,8,1731976132055.5
36,0,1731976132558.5
36,2,1731976132799.5
37,1,1731976133711.5
37,2,1731976133918.5
37,7,1731976134231.5
37,0,1731976134686.5
37,3,1731976134895.5
38,1,1731976135887.5
38,4,1731976136094.5
38,1,1731976136390.5
38,9,1731976137006.5
38,6,1731976137206.5
39,2,1731976138142.5
39,9,1731976138406.5
39,2,1731976138702.5
39,3,1731976139062.5
39,4,1731976139382.5
40,7,1731976140550.5
40,6,1731976140838.5
40,4,1731976141078.5
40,3,1731976141750.5
40,5,1731976141982.5
41,4,1731976142990.5
41,2,1731976143222.5
41,4,1731976143486.5
41,2,1731976143854.5
41,9,1731976144142.5
42,3,1731976145094.5
42,2,1731976145334.5
42,4,1731976145614.5
42,0,1731976146134.5
42,2,1731976146374.5
43,7,1731976147446.5
43,2,1731976147758.5
43,5,1731976147982.5
43,8,1731976148542.5
43,5,1731976148758.5
44,7,1731976149774.5
44,1,1731976150102.5
44,8,1731976150406.5
44,1,1731976150958.5
44,0,1731976151190.5
45,5,1731976152246.5
45,4,1731976152502.5
45,6,1731976152822.5
45,8,1731976153374.5
45,6,1731976153702.5
46,0,1731976154646.5
46,6,1731976154926.5
46,8,1731976155198.5
46,6,1731976155822.5
46,1,1731976156038.5
47,6,1731976157182.5
47,9,1731976157382.5
