timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1731189600608,-0.07662019,0.10038968,-0.010395687,-0.0064204945,0.081367165,0.018386362
1731189600613,-0.07662019,0.10038968,-0.010395687,-0.029994765,0.082002535,0.021514539
1731189600618,-0.07662019,0.10038968,-0.010395687,-0.042406525,0.08115222,0.022140173
1731189600623,-0.07662019,0.10038968,-0.010395687,-0.040124126,0.07805001,0.018355763
1731189600628,-0.07662019,0.10038968,-0.010395687,-0.025129052,0.07523045,0.015521938
1731189600632,-0.07662019,0.10038968,-0.010395687,-0.008568829,0.07063483,0.016909942
1731189600638,-0.07662019,0.10038968,-0.010395687,0.010259193,0.06666138,0.019997524
1731189600643,-0.07662019,0.10038968,-0.010395687,0.028563391,0.0617128,0.02147025
1731189600608,-0.088529706,0.057674646,-0.045602113,0.028563391,0.0617128,0.02147025
1731189600628,-0.09232094,-0.09220331,-0.038689997,0.028563391,0.0617128,0.02147025
1731189600648,-0.09232094,-0.09220331,-0.038689997,0.044808052,0.05669138,0.022620007
1731189600653,-0.09232094,-0.09220331,-0.038689997,0.052943908,0.05275494,0.023827344
1731189600658,-0.09232094,-0.09220331,-0.038689997,0.05359369,0.050868094,0.025046196
1731189600663,-0.09232094,-0.09220331,-0.038689997,0.052746266,0.05256767,0.027244736
1731189600667,-0.09232094,-0.09220331,-0.038689997,0.0515994,0.055839732,0.026707057
1731189600673,-0.09232094,-0.09220331,-0.038689997,0.0514922,0.055516765,0.02855429
1731189600678,-0.09232094,-0.09220331,-0.038689997,0.051348586,0.054474786,0.028923739
1731189600682,-0.09232094,-0.09220331,-0.038689997,0.053274628,0.05231162,0.029975012
1731189600648,-0.091822915,-0.11703405,-0.04233916,0.053274628,0.05231162,0.029975012
1731189600668,-0.10073811,-0.12727715,-0.072250664,0.053274628,0.05231162,0.029975012
1731189600688,-0.10073811,-0.12727715,-0.072250664,0.05561461,0.04784728,0.03116265
1731189600693,-0.10073811,-0.12727715,-0.072250664,0.061946906,0.045977026,0.031400178
1731189600698,-0.10073811,-0.12727715,-0.072250664,0.07872935,0.04340386,0.03132551
1731189600703,-0.10073811,-0.12727715,-0.072250664,0.10236657,0.03873534,0.03021102
1731189600708,-0.10073811,-0.12727715,-0.072250664,0.11283614,0.02790562,0.03194289
1731189600713,-0.10073811,-0.12727715,-0.072250664,0.10723315,0.021952312,0.036320977
1731189600718,-0.10073811,-0.12727715,-0.072250664,0.0954835,0.02076165,0.039273538
1731189600722,-0.10073811,-0.12727715,-0.072250664,0.081404954,0.023577845,0.03693189
1731189600688,-0.15218899,-0.17880595,-0.07275125,0.081404954,0.023577845,0.03693189
1731189600708,-0.15259498,-0.21616744,-0.038444318,0.081404954,0.023577845,0.03693189
1731189600728,-0.15259498,-0.21616744,-0.038444318,0.060263287,0.028294967,0.03560835
1731189600733,-0.15259498,-0.21616744,-0.038444318,0.02976775,0.035347044,0.036565375
1731189600737,-0.15259498,-0.21616744,-0.038444318,-0.0024763905,0.042988285,0.03993328
1731189600743,-0.15259498,-0.21616744,-0.038444318,-0.029205944,0.049647804,0.037796877
1731189600748,-0.15259498,-0.21616744,-0.038444318,-0.04237093,0.0559888,0.029550523
1731189600753,-0.15259498,-0.21616744,-0.038444318,-0.042193945,0.057256997,0.015195256
1731189600758,-0.15259498,-0.21616744,-0.038444318,-0.033484265,0.05641108,0.0043829544
1731189600763,-0.15259498,-0.21616744,-0.038444318,-0.021968484,0.05221019,0.0030757058
1731189600728,-0.057608496,-0.01526534,-0.041752152,-0.021968484,0.05221019,0.0030757058
1731189600747,-0.030122926,-0.046964366,-0.06774942,-0.021968484,0.05221019,0.0030757058
1731189600768,-0.030122926,-0.046964366,-0.06774942,-0.008058888,0.046360914,0.010633332
1731189600773,-0.030122926,-0.046964366,-0.06774942,0.0054742596,0.041159347,0.018009163
1731189600777,-0.030122926,-0.046964366,-0.06774942,0.016855175,0.03510994,0.019362155
1731189600783,-0.030122926,-0.046964366,-0.06774942,0.021941338,0.028890964,0.012791064
1731189600788,-0.030122926,-0.046964366,-0.06774942,0.015994707,-0.0048508625,0.004024289
1731189600793,-0.030122926,-0.046964366,-0.06774942,-0.10785636,-0.18887232,-0.047820017
1731189600797,-0.030122926,-0.046964366,-0.06774942,-0.37929398,-0.066607304,-0.082745664
1731189600803,-0.030122926,-0.046964366,-0.06774942,-0.49723366,-0.03372436,-0.030476859
1731189600768,-0.08098663,-0.15484019,-0.034158736,-0.49723366,-0.03372436,-0.030476859
1731189600788,-0.37649176,0.7419971,-0.8101814,-0.49723366,-0.03372436,-0.030476859
1731189600808,-0.37649176,0.7419971,-0.8101814,-0.47793883,0.11432863,0.054624632
1731189600814,-0.37649176,0.7419971,-0.8101814,-0.33822346,0.101178646,0.11379463
1731189600819,-0.37649176,0.7419971,-0.8101814,-0.11309306,-0.029488701,0.108280055
1731189600823,-0.37649176,0.7419971,-0.8101814,0.12704338,-0.16179056,0.059407484
1731189600829,-0.37649176,0.7419971,-0.8101814,0.33071914,-0.24982613,0.01444713
1731189600834,-0.37649176,0.7419971,-0.8101814,0.474324,-0.2663337,-0.0013866308
1731189600839,-0.37649176,0.7419971,-0.8101814,0.55191416,-0.22870724,0.0035100384
1731189600844,-0.37649176,0.7419971,-0.8101814,0.5445858,-0.14995506,0.005955449
1731189600808,-0.011033334,-0.48603612,-0.40499544,0.5445858,-0.14995506,0.005955449
1731189600829,0.10050616,-1.0809113,0.21262777,0.5445858,-0.14995506,0.005955449
1731636640230,0.10050616,-1.0809113,0.21262777,0.11074976,-0.04831697,0.022327028
1731636640234,0.10050616,-1.0809113,0.21262777,0.023982545,-0.027989352,0.025601344
1731636640379,0.021370284,-0.4409355,0.10159962,0.023982545,-0.027989352,0.025601344
1731636640239,0.021370284,-0.4409355,0.10159962,0.0066291043,-0.022946443,0.021247111
1731636640245,0.021370284,-0.4409355,0.10159962,0.0031584166,-0.021937862,0.020376265
1731636640250,0.021370284,-0.4409355,0.10159962,0.002464279,-0.01672705,0.01922471
1731636640255,0.021370284,-0.4409355,0.10159962,0.0023254515,-0.015684888,0.0189944
1731636640259,0.021370284,-0.4409355,0.10159962,0.00034291722,-0.0065578227,0.018948339
1731636640264,0.021370284,-0.4409355,0.10159962,-0.00005358961,-0.00473241,0.018939126
1731636640269,0.021370284,-0.4409355,0.10159962,-0.0029428713,0.0055286894,0.019792495
1731636640275,0.021370284,-0.4409355,0.10159962,-0.0035207276,0.0075809094,0.01996317
1731636640279,0.021370284,-0.4409355,0.10159962,-0.008401047,0.018864755,0.019997304
1731636640284,0.021370284,-0.4409355,0.10159962,-0.009377112,0.021121524,0.02000413
1731636640290,0.021370284,-0.4409355,0.10159962,-0.014337073,0.033423666,0.017928554
1731636640295,0.021370284,-0.4409355,0.10159962,-0.015329066,0.035884093,0.017513439
1731636640299,0.021370284,-0.4409355,0.10159962,-0.022369156,0.044317424,0.013520878
1731636640305,0.021370284,-0.4409355,0.10159962,-0.023777174,0.046004094,0.012722366
1731636640310,0.021370284,-0.4409355,0.10159962,-0.030778296,0.049395755,0.008653125
1731636640314,0.021370284,-0.4409355,0.10159962,-0.03217852,0.050074086,0.007839277
1731636640399,0.12956178,-0.2607402,0.07739966,-0.03217852,0.050074086,0.007839277
1731636640419,0.06464498,-0.23769751,-0.008856643,-0.03217852,0.050074086,0.007839277
1731636640319,0.06464498,-0.23769751,-0.008856643,-0.035390716,0.050209753,0.006699124
1731636640324,0.06464498,-0.23769751,-0.008856643,-0.036033154,0.05023689,0.0064710933
1731636640330,0.06464498,-0.23769751,-0.008856643,-0.032374278,0.046332773,0.0044707176
1731636640335,0.06464498,-0.23769751,-0.008856643,-0.031642504,0.045551952,0.0040706424
1731636640339,0.06464498,-0.23769751,-0.008856643,-0.024776632,0.039409306,0.002035859
1731636640344,0.06464498,-0.23769751,-0.008856643,-0.023403458,0.038180776,0.0016289023
1731636640349,0.06464498,-0.23769751,-0.008856643,-0.015431919,0.029993823,-0.0013846422
1731636640355,0.06464498,-0.23769751,-0.008856643,-0.013837611,0.028356433,-0.001987351
1731636640360,0.06464498,-0.23769751,-0.008856643,-0.0076544443,0.02106509,-0.0040626614
1731636640365,0.06464498,-0.23769751,-0.008856643,-0.006417811,0.019606821,-0.0044777235
1731636640369,0.06464498,-0.23769751,-0.008856643,-0.0014057353,0.016260842,-0.008470274
1731636640374,0.06464498,-0.23769751,-0.008856643,-0.0004033201,0.015591647,-0.009268784
1731636640380,0.06464498,-0.23769751,-0.008856643,0.0046840846,0.014480423,-0.01040587
1731636640385,0.06464498,-0.23769751,-0.008856643,0.0057015656,0.014258178,-0.010633288
1731636640389,0.06464498,-0.23769751,-0.008856643,0.0067602736,0.011159403,-0.0145883085
1731636640394,0.06464498,-0.23769751,-0.008856643,0.006972015,0.010539649,-0.015379312
1731636640440,-0.06957881,-0.2897237,-0.04381954,0.006972015,0.010539649,-0.015379312
1731636640461,-0.08068041,-0.34235102,-0.017082568,0.006972015,0.010539649,-0.015379312
1731636640399,-0.08068041,-0.34235102,-0.017082568,0.008969132,0.007483544,-0.018469665
1731636640405,-0.08068041,-0.34235102,-0.017082568,0.009368556,0.0068723224,-0.019087737
1731636640410,-0.08068041,-0.34235102,-0.017082568,0.010425825,0.0067500784,-0.02116612
1731636640414,-0.08068041,-0.34235102,-0.017082568,0.010637279,0.00672563,-0.021581797
1731636640419,-0.08068041,-0.34235102,-0.017082568,0.0067700315,0.0037885867,-0.021664932
1731636640425,-0.08068041,-0.34235102,-0.017082568,0.005996582,0.0032011783,-0.021681558
1731636640430,-0.08068041,-0.34235102,-0.017082568,0.00095497025,-0.0008258411,-0.023517478
1731636640436,-0.08068041,-0.34235102,-0.017082568,-0.000053352065,-0.0016312449,-0.023884663
1731636640441,-0.08068041,-0.34235102,-0.017082568,-0.0041645546,-0.0016701524,-0.0239581
1731636640446,-0.08068041,-0.34235102,-0.017082568,-0.0049867947,-0.001677934,-0.023972787
1731636640450,-0.08068041,-0.34235102,-0.017082568,-0.0090607805,0.0012526629,-0.022020957
1731636640456,-0.08068041,-0.34235102,-0.017082568,-0.009875578,0.0018387821,-0.02163059
1731636640461,-0.08068041,-0.34235102,-0.017082568,-0.013825901,0.005987717,-0.020452961
1731636640465,-0.08068041,-0.34235102,-0.017082568,-0.014615966,0.006817504,-0.020217435
1731636640470,-0.08068041,-0.34235102,-0.017082568,-0.017706132,0.012847768,-0.019315118
1731636640475,-0.08068041,-0.34235102,-0.017082568,-0.018324165,0.014053821,-0.019134654
1731636640480,-0.02753783,-0.3530166,0.04615591,-0.018324165,0.014053821,-0.019134654
1731636640501,0.038887404,-0.2914182,0.02650914,-0.018324165,0.014053821,-0.019134654
1731636640481,0.038887404,-0.2914182,0.02650914,-0.019302983,0.01832674,-0.019098561
1731636640485,0.038887404,-0.2914182,0.02650914,-0.019498747,0.019181326,-0.019091344
1731636640490,0.038887404,-0.2914182,0.02650914,-0.0195379,0.02326178,-0.01713513
1731636640496,0.038887404,-0.2914182,0.02650914,-0.01954573,0.02407787,-0.016743887
1731636640501,0.038887404,-0.2914182,0.02650914,-0.020524682,0.025218472,-0.014710871
1731636640506,0.038887404,-0.2914182,0.02650914,-0.020720473,0.025446594,-0.014304267
1731636640510,0.038887404,-0.2914182,0.02650914,-0.021737015,0.02353745,-0.014222947
1731636640515,0.038887404,-0.2914182,0.02650914,-0.021940323,0.02315562,-0.014206683
1731636640520,0.038887404,-0.2914182,0.02650914,-0.0210036,0.02210187,-0.018112967
1731636640526,0.038887404,-0.2914182,0.02650914,-0.020816255,0.021891119,-0.018894223
1731636640531,0.038887404,-0.2914182,0.02650914,-0.020778786,0.02184897,-0.019050475
1731636640536,0.038887404,-0.2914182,0.02650914,-0.016861754,0.021840539,-0.02005911
1731636640540,0.038887404,-0.2914182,0.02650914,-0.014123579,0.02171668,-0.017328683
1731636640545,0.038887404,-0.2914182,0.02650914,-0.009788579,0.018759757,-0.010918292
1731636640520,0.008575801,-0.25472668,-0.025840929,-0.009788579,0.018759757,-0.010918292
1731636640541,-0.053750444,-0.25547913,-0.023530181,-0.009788579,0.018759757,-0.010918292
1731636640551,-0.053750444,-0.25547913,-0.023530181,-0.008921579,0.011204507,-0.00865883
1731636640556,-0.053750444,-0.25547913,-0.023530181,-0.0059382,0.0028517665,-0.013093859
1731636640560,-0.053750444,-0.25547913,-0.023530181,-0.001431986,-0.0018731076,-0.01984517
1731636640565,-0.053750444,-0.25547913,-0.023530181,0.0032566213,-0.0037954669,-0.023150202
1731636640570,-0.053750444,-0.25547913,-0.023530181,0.0062712845,-0.0041799387,-0.01990167
1731636640576,-0.053750444,-0.25547913,-0.023530181,0.006874217,-0.004256833,-0.017297197
1731636640581,-0.053750444,-0.25547913,-0.023530181,0.0030852659,-0.0052495967,-0.017753687
1731636640586,-0.053750444,-0.25547913,-0.023530181,-0.002559446,-0.0054481495,-0.020654965
1731636640560,-0.034664903,-0.26233685,0.024672143,-0.002559446,-0.0054481495,-0.020654965
1731636640580,0.02111153,-0.21953255,0.09915941,-0.002559446,-0.0054481495,-0.020654965
1731636640591,0.02111153,-0.21953255,0.09915941,-0.011507464,-0.0034109177,-0.02123522
1731636640596,0.02111153,-0.21953255,0.09915941,-0.020993968,-0.0030034715,-0.021229098
1731636640600,0.02111153,-0.21953255,0.09915941,-0.029732961,-0.0037771934,-0.023182644
1731636640605,0.02111153,-0.21953255,0.09915941,-0.04113243,-0.0028323806,-0.025405947
1731636640611,0.02111153,-0.21953255,0.09915941,-0.050254017,0.0004109083,-0.029760147
1731636640616,0.02111153,-0.21953255,0.09915941,-0.058920022,0.0020369506,-0.035517905
1731636640621,0.02111153,-0.21953255,0.09915941,-0.06737275,0.0034617162,-0.040456824
1731636640625,0.02111153,-0.21953255,0.09915941,-0.07883713,0.0048462274,-0.043277204
1731636640600,0.10557052,-0.11073725,0.10940675,-0.07883713,0.0048462274,-0.043277204
1731636640620,0.18836969,0.03378155,0.06382209,-0.07883713,0.0048462274,-0.043277204
1731636640630,0.18836969,0.03378155,0.06382209,-0.092736445,0.009154839,-0.04384128
1731636640635,0.18836969,0.03378155,0.06382209,-0.10810013,0.012093505,-0.043831922
1731636640641,0.18836969,0.03378155,0.06382209,-0.12192411,0.011826026,-0.0485948
1731636640646,0.18836969,0.03378155,0.06382209,-0.13153058,0.009817761,-0.056389064
1731636640651,0.18836969,0.03378155,0.06382209,-0.14420311,0.008560897,-0.06271266
1731636640655,0.18836969,0.03378155,0.06382209,-0.1612762,0.006476928,-0.070696905
1731636640661,0.18836969,0.03378155,0.06382209,-0.18130636,0.0032501542,-0.08573279
1731636640666,0.18836969,0.03378155,0.06382209,-0.20767006,0.0028491458,-0.10816548
1731636640640,0.2388648,0.19598849,0.0016511092,-0.20767006,0.0028491458,-0.10816548
1731636640662,0.38420483,0.47215572,-0.030621039,-0.20767006,0.0028491458,-0.10816548
1731636640672,0.38420483,0.47215572,-0.030621039,-0.23933218,0.00301329,-0.1358649
1731636640676,0.38420483,0.47215572,-0.030621039,-0.27107662,0.0013356963,-0.1685272
1731636640681,0.38420483,0.47215572,-0.030621039,-0.30467007,0.0023440812,-0.1953404
1731636640686,0.38420483,0.47215572,-0.030621039,-0.34144333,0.0076770266,-0.20546778
1731636640692,0.38420483,0.47215572,-0.030621039,-0.3827621,0.019983536,-0.20627153
1731636640697,0.38420483,0.47215572,-0.030621039,-0.40935183,0.041259486,-0.20154536
1731636640702,0.38420483,0.47215572,-0.030621039,-0.41149324,0.06823886,-0.1930254
1731636640706,0.38420483,0.47215572,-0.030621039,-0.408012,0.0824312,-0.18362449
1731636640681,0.548532,0.7447136,-0.061908383,-0.408012,0.0824312,-0.18362449
1731636640701,0.5823408,0.6662007,0.04339039,-0.408012,0.0824312,-0.18362449
1731636640711,0.5823408,0.6662007,0.04339039,-0.41501263,0.08343707,-0.18162213
1731636640717,0.5823408,0.6662007,0.04339039,-0.43009615,0.077773936,-0.18879639
1731636640722,0.5823408,0.6662007,0.04339039,-0.45168316,0.07590827,-0.19597338
1731636640726,0.5823408,0.6662007,0.04339039,-0.4762813,0.07858947,-0.18849014
1731636640731,0.5823408,0.6662007,0.04339039,-0.5062464,0.07741528,-0.16219236
1731636640736,0.5823408,0.6662007,0.04339039,-0.54608136,0.07143831,-0.12724476
1731636640741,0.5823408,0.6662007,0.04339039,-0.58117074,0.057659097,-0.095454104
1731636640747,0.5823408,0.6662007,0.04339039,-0.60859156,0.038287718,-0.06820439
1731636640722,0.6055446,0.7416457,0.033195566,-0.60859156,0.038287718,-0.06820439
1731636640742,0.49988443,0.7514252,-0.01961549,-0.60859156,0.038287718,-0.06820439
1731636640751,0.49988443,0.7514252,-0.01961549,-0.62959164,0.016820522,-0.046749774
1731636640757,0.49988443,0.7514252,-0.01961549,-0.64539814,0.00067629735,-0.033418044
1731636640762,0.49988443,0.7514252,-0.01961549,-0.652469,-0.012326391,-0.030629527
1731636640766,0.49988443,0.7514252,-0.01961549,-0.6510731,-0.01981385,-0.04277782
1731636640771,0.49988443,0.7514252,-0.01961549,-0.6402871,-0.022410901,-0.06292257
1731636640776,0.49988443,0.7514252,-0.01961549,-0.6168718,-0.019142944,-0.08967571
1731636640782,0.49988443,0.7514252,-0.01961549,-0.5812789,-0.013846779,-0.12080485
1731636640787,0.49988443,0.7514252,-0.01961549,-0.531522,-0.0061902013,-0.15293136
1731636640762,0.49146438,0.017319515,-0.21306422,-0.531522,-0.0061902013,-0.15293136
1731636640782,0.42312062,-0.84968597,-0.36217496,-0.531522,-0.0061902013,-0.15293136
1731636640792,0.42312062,-0.84968597,-0.36217496,-0.4635384,0.001816286,-0.18342476
1731636640796,0.42312062,-0.84968597,-0.36217496,-0.3800587,0.00769364,-0.206872
1731636640801,0.42312062,-0.84968597,-0.36217496,-0.29946625,0.0063034766,-0.22194618
1731636640806,0.42312062,-0.84968597,-0.36217496,-0.23386768,-0.0013049389,-0.2263049
1731636640811,0.42312062,-0.84968597,-0.36217496,-0.18580645,-0.012966984,-0.22057931
1731636640817,0.42312062,-0.84968597,-0.36217496,-0.1567687,-0.030326677,-0.20575081
1731636640822,0.42312062,-0.84968597,-0.36217496,-0.14033209,-0.04381681,-0.1842148
1731636640827,0.42312062,-0.84968597,-0.36217496,-0.12910353,-0.054456085,-0.155473
1731636640801,0.13641912,-0.9030516,-0.34210238,-0.12910353,-0.054456085,-0.155473
1731636640821,-0.13270439,-0.5393089,-0.19725153,-0.12910353,-0.054456085,-0.155473
1731636640832,-0.13270439,-0.5393089,-0.19725153,-0.12099351,-0.061593033,-0.12431263
1731636640836,-0.13270439,-0.5393089,-0.19725153,-0.11143026,-0.07010646,-0.09853287
1731636640841,-0.13270439,-0.5393089,-0.19725153,-0.100843325,-0.07877301,-0.08164831
1731636640846,-0.13270439,-0.5393089,-0.19725153,-0.08601993,-0.08453803,-0.071429715
1731636640852,-0.13270439,-0.5393089,-0.19725153,-0.0665619,-0.08886753,-0.06755339
1731636640857,-0.13270439,-0.5393089,-0.19725153,-0.044344336,-0.09083299,-0.069954626
1731636640862,-0.13270439,-0.5393089,-0.19725153,-0.020475306,-0.09244782,-0.072511815
1731636640866,-0.13270439,-0.5393089,-0.19725153,-0.0011629073,-0.094847724,-0.07314543
1731636640841,-0.2059234,-0.6150571,-0.025820721,-0.0011629073,-0.094847724,-0.07314543
1731636640862,-0.2083223,-0.71016157,0.07366548,-0.0011629073,-0.094847724,-0.07314543
1731636640871,-0.2083223,-0.71016157,0.07366548,0.015405569,-0.0934951,-0.06557525
1731636640876,-0.2083223,-0.71016157,0.07366548,0.028493106,-0.09334675,-0.048545234
1731636640882,-0.2083223,-0.71016157,0.07366548,0.038929693,-0.09246188,-0.025591545
1731636640886,-0.2083223,-0.71016157,0.07366548,0.048958257,-0.09240708,0.0024564206
1731636640892,-0.2083223,-0.71016157,0.07366548,0.060859986,-0.09349567,0.029446296
1731636640897,-0.2083223,-0.71016157,0.07366548,0.07777893,-0.093835555,0.05036025
1731636640902,-0.2083223,-0.71016157,0.07366548,0.095823474,-0.09304833,0.0651721
1731636640908,-0.2083223,-0.71016157,0.07366548,0.11018362,-0.093013056,0.072899215
1731636640882,-0.30910477,-0.6205788,0.07561685,0.11018362,-0.093013056,0.072899215
1731636640903,-0.34171826,-0.6631717,0.1255654,0.11018362,-0.093013056,0.072899215
1731636640912,-0.34171826,-0.6631717,0.1255654,0.12075255,-0.09312817,0.073467255
1731636640918,-0.34171826,-0.6631717,0.1255654,0.12188895,-0.09302902,0.06967132
1731636640923,-0.34171826,-0.6631717,0.1255654,0.11625193,-0.09007704,0.062070444
