timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rotation_x,rotation_y,rotation_z,rotation_w
1730745224360,-0.4350921,2.3035865,-9.647918,-0.47051895,0.22174409,-0.19761491,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224362,-0.4638387,2.2173467,-9.600007,-0.47051895,0.22174409,-0.19761491,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224365,-0.33328116,2.0233068,-9.572457,-0.47051895,0.22174409,-0.19761491,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224367,-0.33328116,2.0233068,-9.572457,-0.46685377,0.23289238,-0.205098,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224370,-0.33328116,2.0233068,-9.572457,-0.46685377,0.23289238,-0.205098,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224372,-0.33328116,2.0233068,-9.572457,-0.46578476,0.23289238,-0.21609358,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224375,-0.33328116,2.0233068,-9.572457,-0.46578476,0.23289238,-0.21609358,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224377,-0.33328116,2.0233068,-9.572457,-0.46822822,0.22418754,-0.22693644,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224382,-0.33328116,2.0233068,-9.572457,-0.46822822,0.22418754,-0.22693644,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224384,-0.33328116,2.0233068,-9.572457,-0.4720461,0.20830505,-0.23900102,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224386,-0.33328116,2.0233068,-9.572457,-0.4720461,0.20830505,-0.23900102,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224389,-0.33328116,2.0233068,-9.572457,-0.4746423,0.1910481,-0.24740042,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224391,-0.33328116,2.0233068,-9.572457,-0.4746423,0.1910481,-0.24740042,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224393,-0.33328116,2.0233068,-9.572457,-0.4699081,0.17623462,-0.25473082,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224396,-0.33328116,2.0233068,-9.572457,-0.4699081,0.17623462,-0.25473082,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224398,-0.33328116,2.0233068,-9.572457,-0.4615087,0.16508633,-0.25961772,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224400,-0.33328116,2.0233068,-9.572457,-0.4615087,0.16508633,-0.25961772,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224403,-0.33328116,2.0233068,-9.572457,-0.44944412,0.15760323,-0.26816985,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224405,-0.33328116,2.0233068,-9.572457,-0.44944412,0.15760323,-0.26816985,0.78071994,0.080310695,-0.0006083367,-0.61969864
1730745224406,-0.33328116,2.0233068,-9.572457,-0.44944412,0.15760323,-0.26816985,0.7798005,0.07807521,0.0042659123,-0.62112594
1730745224408,-0.33328116,2.0233068,-9.572457,-0.44944412,0.15760323,-0.26816985,0.7787251,0.07577261,0.00910055,-0.6227062
1730745224409,-0.33328116,2.0233068,-9.572457,-0.44944412,0.15760323,-0.26816985,0.7775071,0.07324702,0.013739077,-0.6244428
1730745224411,-0.33328116,2.0233068,-9.572457,-0.44944412,0.15760323,-0.26816985,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224413,-0.28656793,1.9274848,-9.524547,-0.44944412,0.15760323,-0.26816985,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224416,-0.20032799,1.9933624,-9.487415,-0.44944412,0.15760323,-0.26816985,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224419,-0.23745906,2.0903823,-9.572457,-0.44944412,0.15760323,-0.26816985,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224422,-0.30213892,2.2053688,-9.73296,-0.44944412,0.15760323,-0.26816985,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224424,-0.30213892,2.2053688,-9.73296,-0.43386704,0.1525636,-0.27931812,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224427,-0.30213892,2.2053688,-9.73296,-0.43386704,0.1525636,-0.27931812,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224430,-0.30213892,2.2053688,-9.73296,-0.41813725,0.14874569,-0.2939789,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224432,-0.30213892,2.2053688,-9.73296,-0.41813725,0.14874569,-0.2939789,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224434,-0.30213892,2.2053688,-9.73296,-0.4025602,0.14248432,-0.30757064,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224437,-0.30213892,2.2053688,-9.73296,-0.4025602,0.14248432,-0.30757064,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224439,-0.30213892,2.2053688,-9.73296,-0.39293906,0.1386664,-0.31749722,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224441,-0.30213892,2.2053688,-9.73296,-0.39293906,0.1386664,-0.31749722,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224443,-0.30213892,2.2053688,-9.73296,-0.38927388,0.1386664,-0.32238412,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224446,-0.30213892,2.2053688,-9.73296,-0.38927388,0.1386664,-0.32238412,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224448,-0.30213892,2.2053688,-9.73296,-0.39660427,0.13255776,-0.31978795,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224450,-0.30213892,2.2053688,-9.73296,-0.39660427,0.13255776,-0.31978795,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224452,-0.30213892,2.2053688,-9.73296,-0.41706824,0.13271047,-0.3098614,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224454,-0.30213892,2.2053688,-9.73296,-0.41706824,0.13271047,-0.3098614,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224457,-0.30213892,2.2053688,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224461,-0.30213892,2.2053688,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7761737,0.070658095,0.018111845,-0.62628573
1730745224462,-0.30213892,2.2053688,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7746746,0.0681922,0.02222432,-0.6282797
1730745224463,-0.30213892,2.2053688,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7729713,0.065883525,0.026091032,-0.6304713
1730745224465,-0.30213892,2.2053688,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7711566,0.06361648,0.029852724,-0.63275534
1730745224466,-0.30213892,2.2053688,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224468,-0.37879658,2.17782,-9.808419,-0.44623706,0.1328632,-0.29611692,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224470,-0.40035653,1.9670115,-9.827584,-0.44623706,0.1328632,-0.29611692,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224473,-0.43269658,1.5921075,-9.73296,-0.44623706,0.1328632,-0.29611692,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224475,-0.5021676,1.3250035,-9.534129,-0.44623706,0.1328632,-0.29611692,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224477,-0.5021676,1.3250035,-9.534129,-0.48365256,0.12950343,-0.27977628,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224480,-0.5021676,1.3250035,-9.534129,-0.48365256,0.12950343,-0.27977628,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224482,-0.5021676,1.3250035,-9.534129,-0.52855116,0.12996158,-0.26099217,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224484,-0.5021676,1.3250035,-9.534129,-0.52855116,0.12996158,-0.26099217,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224486,-0.5021676,1.3250035,-9.534129,-0.57803124,0.13164146,-0.2434298,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224488,-0.5021676,1.3250035,-9.534129,-0.57803124,0.13164146,-0.2434298,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224490,-0.5021676,1.3250035,-9.534129,-0.61926466,0.13439035,-0.22968534,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224492,-0.5021676,1.3250035,-9.534129,-0.61926466,0.13439035,-0.22968534,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224494,-0.5021676,1.3250035,-9.534129,-0.647059,0.14080444,-0.21838433,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224496,-0.5021676,1.3250035,-9.534129,-0.647059,0.14080444,-0.21838433,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224498,-0.5021676,1.3250035,-9.534129,-0.647059,0.14080444,-0.21838433,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224502,-0.5021676,1.3250035,-9.534129,-0.65668017,0.14462234,-0.21594086,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224504,-0.5021676,1.3250035,-9.534129,-0.64461553,0.14569137,-0.21853705,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224506,-0.5021676,1.3250035,-9.534129,-0.6107125,0.14172074,-0.2237294,0.7694165,0.061106727,0.033754833,-0.6349212
1730745224507,-0.5021676,1.3250035,-9.534129,-0.6107125,0.14172074,-0.2237294,0.76788497,0.058076344,0.03804024,-0.6368146
1730745224509,-0.5021676,1.3250035,-9.534129,-0.6107125,0.14172074,-0.2237294,0.76659584,0.054374382,0.042892464,-0.63838434
1730745224510,-0.5021676,1.3250035,-9.534129,-0.6107125,0.14172074,-0.2237294,0.76544636,0.050252125,0.048179347,-0.63972294
1730745224511,-0.5021676,1.3250035,-9.534129,-0.6107125,0.14172074,-0.2237294,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224513,-0.54169416,1.1812704,-9.382011,-0.6107125,0.14172074,-0.2237294,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224515,-0.6566806,1.1824682,-9.277805,-0.6107125,0.14172074,-0.2237294,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224517,-0.63631845,1.2303792,-9.239476,-0.6107125,0.14172074,-0.2237294,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224519,-0.5776274,1.3645301,-9.296969,-0.6107125,0.14172074,-0.2237294,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224521,-0.5776274,1.3645301,-9.296969,-0.5549711,0.12889257,-0.23258694,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224523,-0.5776274,1.3645301,-9.296969,-0.4859433,0.11102476,-0.2405282,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224525,-0.5776274,1.3645301,-9.296969,-0.41218132,0.08811731,-0.24220806,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224527,-0.5776274,1.3645301,-9.296969,-0.3407101,0.06414085,-0.24144448,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224529,-0.5776274,1.3645301,-9.296969,-0.28023443,0.03634648,-0.23441954,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224531,-0.5776274,1.3645301,-9.296969,-0.23548855,0.008857546,-0.22724187,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224533,-0.5776274,1.3645301,-9.296969,-0.20647246,-0.016035212,-0.21868975,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224534,-0.5776274,1.3645301,-9.296969,-0.19914207,-0.037110064,-0.21242839,0.76486963,0.048175666,0.050868876,-0.6403639
1730745224536,-0.5776274,1.3645301,-9.296969,-0.19914207,-0.037110064,-0.21242839,0.7642381,0.046313297,0.05331112,-0.64105636
1730745224537,-0.5776274,1.3645301,-9.296969,-0.19914207,-0.037110064,-0.21242839,0.7635423,0.044824675,0.055219695,-0.6418293
1730745224538,-0.5776274,1.3645301,-9.296969,-0.19914207,-0.037110064,-0.21242839,0.76283425,0.043697756,0.056509987,-0.64263594
1730745224539,-0.5776274,1.3645301,-9.296969,-0.19914207,-0.037110064,-0.21242839,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224544,-0.43389428,1.4771211,-9.449087,-0.19914207,-0.037110064,-0.21242839,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224546,-0.3680166,1.4771211,-9.590425,-0.19914207,-0.037110064,-0.21242839,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224548,-0.32010555,1.4759233,-9.619171,-0.19914207,-0.037110064,-0.21242839,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224550,-0.37879658,1.3130257,-9.524547,-0.19914207,-0.037110064,-0.21242839,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224552,-0.37879658,1.3130257,-9.524547,-0.20662516,-0.04932737,-0.2098322,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224554,-0.37879658,1.3130257,-9.524547,-0.23075435,-0.055283304,-0.20341812,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224555,-0.37879658,1.3130257,-9.524547,-0.27076602,-0.05009095,-0.19333886,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224557,-0.37879658,1.3130257,-9.524547,-0.3203988,-0.03726278,-0.18188512,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224559,-0.37879658,1.3130257,-9.524547,-0.3747658,-0.02076942,-0.1742493,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224561,-0.37879658,1.3130257,-9.524547,-0.42317688,-0.0018325958,-0.17027868,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224563,-0.37879658,1.3130257,-9.524547,-0.45830166,0.01695151,-0.16768251,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224565,-0.37879658,1.3130257,-9.524547,-0.46914452,0.03176499,-0.16768251,0.7621623,0.042752493,0.057303496,-0.64342624
1730745224566,-0.37879658,1.3130257,-9.524547,-0.46914452,0.03176499,-0.16768251,0.7615303,0.04176896,0.057871222,-0.64418787
1730745224568,-0.37879658,1.3130257,-9.524547,-0.46914452,0.03176499,-0.16768251,0.76095414,0.040589806,0.05853419,-0.6448838
1730745224569,-0.37879658,1.3130257,-9.524547,-0.46914452,0.03176499,-0.16768251,0.7604493,0.03913355,0.059567142,-0.6454745
1730745224569,-0.37879658,1.3130257,-9.524547,-0.46914452,0.03176499,-0.16768251,0.75997925,0.03745069,0.061020136,-0.645992
1730745224571,-0.478212,0.9788463,-9.458669,-0.46914452,0.03176499,-0.16768251,0.75997925,0.03745069,0.061020136,-0.645992
1730745224573,-0.6039785,0.79798216,-9.325716,-0.46914452,0.03176499,-0.16768251,0.75997925,0.03745069,0.061020136,-0.645992
1730745224575,-0.73693156,0.81834435,-9.25864,-0.46914452,0.03176499,-0.16768251,0.75997925,0.03745069,0.061020136,-0.645992
1730745224576,-0.76328266,0.98243964,-9.296969,-0.46914452,0.03176499,-0.16768251,0.75997925,0.03745069,0.061020136,-0.645992
1730745224579,-0.76328266,0.98243964,-9.296969,-0.44837508,0.043982297,-0.16920967,0.75997925,0.03745069,0.061020136,-0.645992
1730745224581,-0.76328266,0.98243964,-9.296969,-0.39614612,0.049632803,-0.16982053,0.75997925,0.03745069,0.061020136,-0.645992
1730745224585,-0.76328266,0.98243964,-9.296969,-0.3210097,0.05024367,-0.17058411,0.75997925,0.03745069,0.061020136,-0.645992
1730745224587,-0.76328266,0.98243964,-9.296969,-0.2312125,0.041996986,-0.16752979,0.75997925,0.03745069,0.061020136,-0.645992
1730745224589,-0.76328266,0.98243964,-9.296969,-0.1366811,0.023823744,-0.16707164,0.75997925,0.03745069,0.061020136,-0.645992
1730745224591,-0.76328266,0.98243964,-9.296969,-0.049480084,0.0033597588,-0.16523905,0.75997925,0.03745069,0.061020136,-0.645992
1730745224592,-0.76328266,0.98243964,-9.296969,0.02076942,-0.021991149,-0.1656972,0.75997925,0.03745069,0.061020136,-0.645992
1730745224594,-0.76328266,0.98243964,-9.296969,0.069027774,-0.049480084,-0.16462818,0.75997925,0.03745069,0.061020136,-0.645992
1730745224595,-0.76328266,0.98243964,-9.296969,0.069027774,-0.049480084,-0.16462818,0.75950265,0.035793014,0.06264757,-0.6464904
1730745224596,-0.76328266,0.98243964,-9.296969,0.069027774,-0.049480084,-0.16462818,0.7589977,0.03452656,0.06402543,-0.6470173
1730745224597,-0.76328266,0.98243964,-9.296969,0.069027774,-0.049480084,-0.16462818,0.7584749,0.033841804,0.06480298,-0.64758873
1730745224598,-0.76328266,0.98243964,-9.296969,0.069027774,-0.049480084,-0.16462818,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224600,-0.73333824,1.1070083,-9.229894,0.069027774,-0.049480084,-0.16462818,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224601,-0.6183518,1.124975,-9.221509,0.069027774,-0.049480084,-0.16462818,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224603,-0.48539865,1.0938327,-9.287387,0.069027774,-0.049480084,-0.16462818,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224605,-0.3823899,1.0063951,-9.287387,0.069027774,-0.049480084,-0.16462818,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224607,-0.3823899,1.0063951,-9.287387,0.09682214,-0.07437284,-0.160963,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224609,-0.3823899,1.0063951,-9.287387,0.10888673,-0.0954477,-0.15241088,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224611,-0.3823899,1.0063951,-9.287387,0.107665,-0.11530081,-0.14126259,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224612,-0.3823899,1.0063951,-9.287387,0.100334615,-0.12996158,-0.12873985,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224614,-0.3823899,1.0063951,-9.287387,0.08582657,-0.13973543,-0.11759156,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224615,-0.3823899,1.0063951,-9.287387,0.07009678,-0.14340061,-0.10629055,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224617,-0.3823899,1.0063951,-9.287387,0.0580322,-0.14202617,-0.096516706,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224619,-0.3823899,1.0063951,-9.287387,0.0580322,-0.13958271,-0.0842994,0.75794214,0.033656824,0.06489341,-0.6482129
1730745224620,-0.3823899,1.0063951,-9.287387,0.0580322,-0.13958271,-0.0842994,0.75741905,0.033687897,0.06446568,-0.64886504
1730745224622,-0.3823899,1.0063951,-9.287387,0.0580322,-0.13958271,-0.0842994,0.7569549,0.033699933,0.06376762,-0.6494747
1730745224623,-0.3823899,1.0063951,-9.287387,0.0580322,-0.13958271,-0.0842994,0.75657445,0.033580814,0.06298694,-0.65000015
1730745224624,-0.3823899,1.0063951,-9.287387,0.0580322,-0.13958271,-0.0842994,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224626,-0.34406114,0.9381219,-9.34488,0.0580322,-0.13958271,-0.0842994,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224628,-0.33567667,0.8710465,-9.364045,0.0580322,-0.13958271,-0.0842994,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224630,-0.2973479,0.94770414,-9.420341,0.0580322,-0.13958271,-0.0842994,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224632,-0.37160993,1.1309638,-9.439505,0.0580322,-0.13958271,-0.0842994,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224633,-0.37160993,1.1309638,-9.439505,0.069027774,-0.13713925,-0.0720821,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224635,-0.37160993,1.1309638,-9.439505,0.086132,-0.13744467,-0.05757405,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224637,-0.37160993,1.1309638,-9.439505,0.10934488,-0.1375974,-0.043218717,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224639,-0.37160993,1.1309638,-9.439505,0.1348485,-0.13912456,-0.031154128,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224640,-0.37160993,1.1309638,-9.439505,0.16523905,-0.14309518,-0.021533,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224642,-0.37160993,1.1309638,-9.439505,0.19547687,-0.14462234,-0.01450805,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224643,-0.37160993,1.1309638,-9.439505,0.22113322,-0.14614952,-0.0050396384,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224645,-0.37160993,1.1309638,-9.439505,0.236863,-0.14263703,0.0070249503,0.7562709,0.033339735,0.06225206,-0.65043634
1730745224646,-0.37160993,1.1309638,-9.439505,0.236863,-0.14263703,0.0070249503,0.75604236,0.033113346,0.06152323,-0.6507828
1730745224646,-0.37160993,1.1309638,-9.439505,0.236863,-0.14263703,0.0070249503,0.755898,0.033015717,0.06069034,-0.65103376
1730745224647,-0.37160993,1.1309638,-9.439505,0.236863,-0.14263703,0.0070249503,0.7558231,0.03310514,0.059674047,-0.6512101
1730745224648,-0.37160993,1.1309638,-9.439505,0.236863,-0.14263703,0.0070249503,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224650,-0.37879658,1.2555325,-9.420341,0.236863,-0.14263703,0.0070249503,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224651,-0.3117212,1.3034436,-9.364045,0.236863,-0.14263703,0.0070249503,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224653,-0.21709692,1.3214102,-9.364045,0.236863,-0.14263703,0.0070249503,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224654,-0.17757034,1.3597391,-9.288585,0.236863,-0.14263703,0.0070249503,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224656,-0.17757034,1.3597391,-9.288585,0.23945917,-0.1414153,0.021685716,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224658,-0.17757034,1.3597391,-9.288585,0.22983804,-0.13881913,0.03283401,0.7557966,0.03340273,0.058456466,-0.65133613
1730745224660,-0.17757034,1.3597391,-9.288585,0.21166481,-0.13744467,0.039095376,0.7557966,0.03340273,0.058456466,-0.65133613
